group_task,group_id,group_size,Omega_hat,task_id,revised_woc,initial_woc,influence,dataset,theta,revised_mse,initial_mse,revised_abs_error,initial_abs_error,revised_mse_zscore,initial_mse_zscore,revised_abs_error_zscore,initial_abs_error_zscore,improved
18_gurcay2015_gurcay2015_task_5_24901.4611,18_gurcay2015,10,0.7480999999999339,gurcay2015_task_5_24901.4611,18800.0,18122400.1,1,gurcay2015,2048.0,280629504.0,328347160227974.44,16752.0,18120352.1,-0.21821789030852284,-0.22360679774997902,-0.2182238990943728,-0.22360679786932566,True
18_gurcay2015_gurcay2015_task_6_47184.0,18_gurcay2015,10,0.4378999999999681,gurcay2015_task_6_47184.0,32350.0,29635.0,1,gurcay2015,28000.0,18922500.0,2673225.0,4350.0,1635.0,-0.21822629725552942,-0.2182214529288536,-0.21960227104473481,-0.2194925200550948,False
18_gurcay2015_gurcay2015_task_7_43.0,18_gurcay2015,10,0.4551999999999662,gurcay2015_task_7_43.0,61.5,56.5,1,gurcay2015,50.0,132.25,42.25,11.5,6.5,-0.22090243244050878,-0.21889744434892625,-0.13866655449040227,-0.2458688617962527,False
18_gurcay2015_gurcay2015_task_8_236.0,18_gurcay2015,10,0.4423999999999676,gurcay2015_task_8_236.0,308.0,243.8,1,gurcay2015,200.0,11664.0,1918.440000000001,108.0,43.80000000000001,-0.011181731317569641,-0.5249940658888173,0.29702499523009535,-0.48821765426533986,False
18_gurcay2015_gurcay2015_task_9_16.4,18_gurcay2015,10,0.46609999999996504,gurcay2015_task_9_16.4,12.8,25.9,1,gurcay2015,20.0,51.83999999999999,34.80999999999998,7.199999999999999,5.899999999999999,-0.3714055333172177,-0.6310314705049846,-0.3462906308962129,-0.6448306742052845,False
18_gurcay2015_gurcay2015_task_10_7.08,18_gurcay2015,10,0.4347999999999684,gurcay2015_task_10_7.08,14.5,12.2,1,gurcay2015,20.0,30.25,60.84000000000001,5.5,7.800000000000001,-1.5736210481354738,-0.5851074447245294,-1.7229993307295477,-0.5110928309977405,True
18_gurcay2015_gurcay2015_task_11_2.7,18_gurcay2015,10,0.3460999999999782,gurcay2015_task_11_2.7,1.6620000000000001,3.441,1,gurcay2015,5.0,11.142244,2.4304810000000003,3.338,1.5590000000000002,0.7456395583800743,-0.25780296865358526,0.7609202423776007,-0.2543618875214846,False
18_gurcay2015_gurcay2015_task_12_49.5,18_gurcay2015,10,0.4141999999999707,gurcay2015_task_12_49.5,31.4,28.9,1,gurcay2015,35.0,12.96000000000001,37.210000000000015,3.6000000000000014,6.100000000000001,-1.6445866383024421,-1.5667620226096843,-2.209497812705985,-2.0009135457398,True
18_gurcay2015_gurcay2015_task_13_24.9,18_gurcay2015,10,0.5626999999999543,gurcay2015_task_13_24.9,30.6,31.4,1,gurcay2015,9.0,466.56000000000006,501.75999999999993,21.6,22.4,-0.3464407103113301,-0.04741128183076094,-0.18900441907057505,0.11231527492428209,True
18_gurcay2015_gurcay2015_task_14_25.0,18_gurcay2015,10,0.3624999999999764,gurcay2015_task_14_25.0,13.35,21.0,1,gurcay2015,30.0,277.22249999999997,81.0,16.65,9.0,1.7240261691291519,0.7015078206967603,1.4966510718575452,0.9721651221275381,False
18_gurcay2015_gurcay2015_task_15_41.0,18_gurcay2015,10,0.320899999999981,gurcay2015_task_15_41.0,50.1,48.5,1,gurcay2015,41.0,82.81000000000003,56.25,9.100000000000001,7.5,-0.08710891273063728,0.5457787148879494,0.18918062365856256,0.8084920176886573,False
18_gurcay2015_gurcay2015_task_16_63.0,18_gurcay2015,10,0.429799999999969,gurcay2015_task_16_63.0,36.5,40.0,1,gurcay2015,60.0,552.25,400.0,23.5,20.0,0.60648409647523,0.6475620460398576,0.7278892784461671,0.8052593304692267,False
19_gurcay2015_gurcay2015_task_1_3718691.0,19_gurcay2015,9,0.5951999999999508,gurcay2015_task_1_3718691.0,7390500.0,3230388.888888889,1,gurcay2015,1000000.0,40838490250000.0,4974634595679.013,6390500.0,2230388.888888889,-0.3215096526954865,-0.3209144009280391,-0.3521788272592086,-0.421454567508105,False
19_gurcay2015_gurcay2015_task_2_39.52,19_gurcay2015,9,0.6349999999999464,gurcay2015_task_2_39.52,26.22222222222222,19.0,1,gurcay2015,15.0,125.93827160493825,16.0,11.222222222222221,4.0,-0.22069301542507558,-0.35371277015282804,-0.26917472757378835,-0.45144987103492906,False
19_gurcay2015_gurcay2015_task_3_2723.0,19_gurcay2015,9,0.6256999999999474,gurcay2015_task_3_2723.0,1716.6666666666667,2193.8888888888887,1,gurcay2015,1050.0,444444.44444444455,1308481.7901234564,666.6666666666667,1143.8888888888887,-0.2267423860913888,-0.2783504851424803,-0.31863075492559845,-0.32472045279586875,True
19_gurcay2015_gurcay2015_task_4_7825200.0,19_gurcay2015,9,0.4466999999999671,gurcay2015_task_4_7825200.0,7833333.333333333,115780000.0,1,gurcay2015,5000000.0,8027777777777.776,1.22722084e+16,2833333.333333333,110780000.0,-0.21929687972229056,-0.21535928073470945,-0.2385663608500504,-0.04626282839139227,True
19_gurcay2015_gurcay2015_task_5_24901.4611,19_gurcay2015,9,0.7480999999999339,gurcay2015_task_5_24901.4611,3806255.5555555555,107011366.66666667,1,gurcay2015,2048.0,14471995125745.975,1.1450994281504216e+16,3804207.5555555555,107009318.66666667,-0.21821789030794222,-0.22360679774997902,-0.21822227510763553,-0.22360679786932525,True
19_gurcay2015_gurcay2015_task_6_47184.0,19_gurcay2015,9,0.4378999999999681,gurcay2015_task_6_47184.0,35444.444444444445,29127.777777777777,1,gurcay2015,28000.0,55419753.08641977,1271882.7160493818,7444.444444444445,1127.7777777777774,-0.2182262972555272,-0.21822145292885367,-0.21960221949304187,-0.2194925278862904,False
19_gurcay2015_gurcay2015_task_7_43.0,19_gurcay2015,9,0.4551999999999662,gurcay2015_task_7_43.0,74.77777777777777,98.66666666666667,1,gurcay2015,50.0,613.938271604938,2368.444444444445,24.77777777777777,48.66666666666667,0.2508972446415236,-0.21793379537077187,0.8317572190854963,-0.18736252643286178,True
19_gurcay2015_gurcay2015_task_8_236.0,19_gurcay2015,9,0.4423999999999676,gurcay2015_task_8_236.0,383.3333333333333,246.88888888888889,1,gurcay2015,200.0,33611.1111111111,2198.5679012345677,183.33333333333331,46.888888888888886,1.7568105470387403,-0.4882567289588006,1.4787902116777187,-0.4159476003575674,False
19_gurcay2015_gurcay2015_task_9_16.4,19_gurcay2015,9,0.46609999999996504,gurcay2015_task_9_16.4,30.555555555555557,29.555555555555557,1,gurcay2015,20.0,111.41975308641979,91.30864197530867,10.555555555555557,9.555555555555557,-0.13777461841261351,-0.23862223679589328,0.10984409787374697,-0.018136610674328223,False
19_gurcay2015_gurcay2015_task_10_7.08,19_gurcay2015,9,0.4347999999999684,gurcay2015_task_10_7.08,8.88888888888889,10.222222222222221,1,gurcay2015,20.0,123.45679012345678,95.60493827160495,11.11111111111111,9.777777777777779,0.5087122507779405,0.3754642014510309,0.5559273541776129,0.4627937431790402,False
19_gurcay2015_gurcay2015_task_11_2.7,19_gurcay2015,9,0.3460999999999782,gurcay2015_task_11_2.7,1.9333333333333331,7.477777777777778,1,gurcay2015,5.0,9.404444444444445,6.139382716049383,3.066666666666667,2.477777777777778,0.40340199824289064,-0.2138652205358809,0.5209736951316345,-0.03828729451106886,False
19_gurcay2015_gurcay2015_task_12_49.5,19_gurcay2015,9,0.4141999999999707,gurcay2015_task_12_49.5,17.333333333333332,22.77777777777778,1,gurcay2015,35.0,312.11111111111114,149.3827160493827,17.666666666666668,12.222222222222221,0.33185470220324853,-0.6658834102258959,0.43994341165831413,-0.5695804412768659,False
19_gurcay2015_gurcay2015_task_13_24.9,19_gurcay2015,9,0.5626999999999543,gurcay2015_task_13_24.9,20.666666666666668,23.22222222222222,1,gurcay2015,9.0,136.11111111111114,202.2716049382716,11.666666666666668,14.222222222222221,-1.0059528677203338,-0.884398434844614,-1.2076401822379519,-0.9673275160397387,True
19_gurcay2015_gurcay2015_task_14_25.0,19_gurcay2015,9,0.3624999999999764,gurcay2015_task_14_25.0,22.22222222222222,29.77777777777778,1,gurcay2015,30.0,60.49382716049384,0.049382716049382366,7.777777777777779,0.22222222222222143,-0.42933402893488976,-0.7315293938026524,-0.19616394419806435,-1.224344024911525,False
19_gurcay2015_gurcay2015_task_15_41.0,19_gurcay2015,9,0.320899999999981,gurcay2015_task_15_41.0,48.77777777777778,44.22222222222222,1,gurcay2015,41.0,60.49382716049384,10.382716049382712,7.777777777777779,3.2222222222222214,-0.19991340579485103,-0.5543807321699282,-0.021801218417918253,-0.43062242436223513,False
19_gurcay2015_gurcay2015_task_16_63.0,19_gurcay2015,9,0.429799999999969,gurcay2015_task_16_63.0,49.44444444444444,48.111111111111114,1,gurcay2015,60.0,111.41975308641979,141.3456790123456,10.555555555555557,11.888888888888886,-0.9592106096962058,-0.6205228469067599,-1.0451894934773955,-0.6102771811954302,True
6_gurcay2015_gurcay2015_task_1_3718691.0,6_gurcay2015,10,0.5951999999999508,gurcay2015_task_1_3718691.0,10000631.714,1204100.0,1,gurcay2015,1000000.0,81011371251062.58,41656810000.0,9000631.714,204100.0,-0.32070621490951895,-0.32094621497967124,-0.3304521144814206,-0.43114902352486795,False
6_gurcay2015_gurcay2015_task_2_39.52,6_gurcay2015,10,0.6349999999999464,gurcay2015_task_2_39.52,26.74,38.505,1,gurcay2015,15.0,137.82759999999996,552.4850250000001,11.739999999999998,23.505000000000003,-0.22064086116094747,-0.351843949845183,-0.26680651923568416,-0.38535262769852285,True
6_gurcay2015_gurcay2015_task_3_2723.0,6_gurcay2015,10,0.6256999999999474,gurcay2015_task_3_2723.0,5904.9,5541.0,1,gurcay2015,1050.0,23570054.009999998,20169081.0,4854.9,4491.0,-0.21434011967669564,-0.27815469588167424,-0.10740845032770727,-0.3036745668160734,False
6_gurcay2015_gurcay2015_task_4_7825200.0,6_gurcay2015,10,0.4466999999999671,gurcay2015_task_4_7825200.0,5840005.7,19300000.0,1,gurcay2015,5000000.0,705609576032.4904,204490000000000.0,840005.7000000002,14300000.0,-0.21931823554158852,-0.2240030470250042,-0.24588744474786425,-0.2196052012052718,True
6_gurcay2015_gurcay2015_task_5_24901.4611,6_gurcay2015,10,0.7480999999999339,gurcay2015_task_5_24901.4611,1218800.0,1208962197.5,1,gurcay2015,2048.0,1480485429504.0,1.4615846430790623e+18,1216752.0,1208960149.5,-0.21821789030846345,-0.22360679774997902,-0.21822338455788357,-0.22360679786932033,True
6_gurcay2015_gurcay2015_task_6_47184.0,6_gurcay2015,10,0.4378999999999681,gurcay2015_task_6_47184.0,59200.0,48300.0,1,gurcay2015,28000.0,973440000.0,412090000.0,31200.0,20300.0,-0.21822629725547163,-0.2182214529288323,-0.21960182373893253,-0.21949223187910466,False
6_gurcay2015_gurcay2015_task_7_43.0,6_gurcay2015,10,0.4551999999999662,gurcay2015_task_7_43.0,60.77777777777778,59.2,1,gurcay2015,50.0,116.16049382716051,84.64000000000006,10.777777777777779,9.200000000000003,-0.23666163660685166,-0.21887988387358356,-0.19145111121210384,-0.24212260633029642,False
6_gurcay2015_gurcay2015_task_8_236.0,6_gurcay2015,10,0.4423999999999676,gurcay2015_task_8_236.0,325.6,252.8,1,gurcay2015,200.0,15775.360000000006,2787.840000000001,125.60000000000002,52.80000000000001,0.3200168805062447,-0.41097671672011804,0.5731188157098945,-0.2776466338865774,False
6_gurcay2015_gurcay2015_task_9_16.4,6_gurcay2015,10,0.46609999999996504,gurcay2015_task_9_16.4,29.9,30.8,1,gurcay2015,20.0,98.00999999999998,116.64000000000001,9.899999999999999,10.8,-0.19035846980388757,-0.06268422406234989,0.020731683974979626,0.19520604925110338,True
6_gurcay2015_gurcay2015_task_10_7.08,6_gurcay2015,10,0.4347999999999684,gurcay2015_task_10_7.08,11.620000000000001,13.033333333333333,1,gurcay2015,20.0,70.22439999999999,48.534444444444446,8.379999999999999,6.966666666666667,-0.6805528058558177,-0.9251157503558204,-0.5533007233474966,-0.9214382976452606,False
6_gurcay2015_gurcay2015_task_11_2.7,6_gurcay2015,10,0.3460999999999782,gurcay2015_task_11_2.7,1.4899999999999998,6.640000000000001,1,gurcay2015,5.0,12.320100000000002,2.6896000000000018,3.5100000000000002,1.6400000000000006,0.9776033440446844,-0.254733298377545,0.9130239504598104,-0.2353126217935134,False
6_gurcay2015_gurcay2015_task_12_49.5,6_gurcay2015,10,0.4141999999999707,gurcay2015_task_12_49.5,21.2,17.05,1,gurcay2015,35.0,190.44000000000003,322.2025,13.8,17.95,-0.472005972263521,0.7220623634090911,-0.2883390102048582,0.7695342871272046,True
6_gurcay2015_gurcay2015_task_13_24.9,6_gurcay2015,10,0.5626999999999543,gurcay2015_task_13_24.9,40.2,,1,gurcay2015,9.0,973.4400000000002,,31.200000000000003,,0.6651938679483039,,0.7954489359368229,,False
6_gurcay2015_gurcay2015_task_14_25.0,6_gurcay2015,10,0.3624999999999764,gurcay2015_task_14_25.0,23.8,30.5,1,gurcay2015,30.0,38.43999999999999,0.25,6.199999999999999,0.5,-0.6484551678234151,-0.7279779442471215,-0.4972030578861005,-1.1548342417773771,False
6_gurcay2015_gurcay2015_task_15_41.0,6_gurcay2015,10,0.320899999999981,gurcay2015_task_15_41.0,46.55555555555556,46.0,1,gurcay2015,41.0,30.864197530864214,25.0,5.555555555555557,5.0,-0.3496861904962593,-0.20377477420841086,-0.3763925496388941,0.08433422687969432,False
6_gurcay2015_gurcay2015_task_16_63.0,6_gurcay2015,10,0.429799999999969,gurcay2015_task_16_63.0,51.7,,1,gurcay2015,60.0,68.88999999999996,,8.299999999999997,,-1.1102633328893121,,-1.3541465670400428,,False
7_gurcay2015_gurcay2015_task_1_3718691.0,7_gurcay2015,9,0.5951999999999508,gurcay2015_task_1_3718691.0,5094166.666666667,39650778.94444445,1,gurcay2015,1000000.0,16762200694444.447,1493882713012310.2,4094166.666666667,38650778.94444445,-0.3219911665997125,-0.3113120470273589,-0.3712934851547427,-0.24720701996292638,True
7_gurcay2015_gurcay2015_task_2_39.52,7_gurcay2015,9,0.6349999999999464,gurcay2015_task_2_39.52,26.555555555555557,21.333333333333332,1,gurcay2015,15.0,133.5308641975309,40.11111111111109,11.555555555555557,6.333333333333332,-0.22065970941599472,-0.3536287802332877,-0.267650129931232,-0.4435428266299928,False
7_gurcay2015_gurcay2015_task_3_2723.0,7_gurcay2015,9,0.6256999999999474,gurcay2015_task_3_2723.0,6361.777777777777,3197.6666666666665,1,gurcay2015,1050.0,28214983.160493825,4612472.11111111,5311.777777777777,2147.6666666666665,-0.2118490437706316,-0.27831618687785686,-0.08436704612184828,-0.3184089226557323,False
7_gurcay2015_gurcay2015_task_4_7825200.0,7_gurcay2015,9,0.4466999999999671,gurcay2015_task_4_7825200.0,5052888.888888889,37649222.222222224,1,gurcay2015,5000000.0,2797234567.9012456,1065971711716049.5,52888.88888888899,32649222.222222224,-0.2193202853624819,-0.22338599197510875,-0.248778363488547,-0.18663777044978705,True
7_gurcay2015_gurcay2015_task_5_24901.4611,7_gurcay2015,9,0.7480999999999339,gurcay2015_task_5_24901.4611,149248176.2222222,12110732759.333334,1,gurcay2015,2048.0,2.227440678932399e+16,1.466697983624324e+20,149246128.2222222,12110730711.333334,-0.21821788941487744,-0.22360679774997902,-0.21815991246159547,-0.22360679786927157,True
7_gurcay2015_gurcay2015_task_6_47184.0,7_gurcay2015,9,0.4378999999999681,gurcay2015_task_6_47184.0,1666728666.6666667,777803262.7777778,1,gurcay2015,28000.0,2.7778911122671114e+18,6.049343593890413e+17,1666700666.6666667,777775262.7777778,-0.21805815393439984,-0.21819000275454983,-0.19183605379728963,-0.20748417902700753,False
7_gurcay2015_gurcay2015_task_7_43.0,7_gurcay2015,9,0.4551999999999662,gurcay2015_task_7_43.0,58.111111111111114,3376.222222222222,1,gurcay2015,50.0,65.79012345679017,11063754.271604938,8.111111111111114,3326.222222222222,-0.2859979519712706,4.364354316773726,-0.38634793603069423,4.360252442076507,True
7_gurcay2015_gurcay2015_task_8_236.0,7_gurcay2015,9,0.4423999999999676,gurcay2015_task_8_236.0,291.6666666666667,210.88888888888889,1,gurcay2015,200.0,8402.777777777781,118.56790123456783,91.66666666666669,10.888888888888886,-0.27389583877811124,-0.7610380566225851,0.040801563345433854,-1.2582316818726176,False
7_gurcay2015_gurcay2015_task_9_16.4,7_gurcay2015,9,0.46609999999996504,gurcay2015_task_9_16.4,54.111111111111114,44.111111111111114,1,gurcay2015,20.0,1163.5679012345681,581.3456790123458,34.111111111111114,24.111111111111114,3.9880285568789295,3.1649119273848147,3.311849478643,2.477210572382061,False
7_gurcay2015_gurcay2015_task_10_7.08,7_gurcay2015,9,0.4347999999999684,gurcay2015_task_10_7.08,13.466666666666667,13.333333333333334,1,gurcay2015,20.0,42.684444444444445,44.444444444444436,6.533333333333333,6.666666666666666,-1.295823071337222,-1.0381243799746722,-1.3033158026179321,-1.0691626656383681,True
7_gurcay2015_gurcay2015_task_11_2.7,7_gurcay2015,9,0.3460999999999782,gurcay2015_task_11_2.7,3.6500000000000004,7.222222222222222,1,gurcay2015,5.0,1.8224999999999991,4.938271604938272,1.3499999999999996,2.2222222222222223,-1.0897657030992853,-0.22809426231205107,-0.997115639409799,-0.09838785853621776,True
7_gurcay2015_gurcay2015_task_12_49.5,7_gurcay2015,9,0.4141999999999707,gurcay2015_task_12_49.5,14.333333333333334,19.444444444444443,1,gurcay2015,35.0,427.11111111111103,241.97530864197535,20.666666666666664,15.555555555555557,1.0916404616943225,0.07774382168591748,1.004990118276292,0.20972977893888853,False
7_gurcay2015_gurcay2015_task_13_24.9,7_gurcay2015,9,0.5626999999999543,gurcay2015_task_13_24.9,24.77777777777778,31.875,1,gurcay2015,9.0,248.9382716049383,523.265625,15.777777777777779,22.875,-0.7807716474662205,0.012690986368391105,-0.7860571482648766,0.17502550497008648,True
7_gurcay2015_gurcay2015_task_14_25.0,7_gurcay2015,9,0.3624999999999764,gurcay2015_task_14_25.0,27.033333333333335,22.477777777777778,1,gurcay2015,30.0,8.801111111111101,56.583827160493826,2.966666666666665,7.522222222222222,-0.9429395238247958,0.2692778329756022,-1.1141212415707373,0.6023730758538731,True
7_gurcay2015_gurcay2015_task_15_41.0,7_gurcay2015,9,0.320899999999981,gurcay2015_task_15_41.0,42.44444444444444,51.333333333333336,1,gurcay2015,41.0,2.0864197530864153,106.77777777777783,1.4444444444444429,10.333333333333336,-0.49515300763750225,1.7577234230357544,-1.0323865123977003,1.6292041806054827,True
7_gurcay2015_gurcay2015_task_16_63.0,7_gurcay2015,9,0.429799999999969,gurcay2015_task_16_63.0,35.888888888888886,46.55555555555556,1,gurcay2015,60.0,581.3456790123458,180.75308641975303,24.111111111111114,13.444444444444443,0.7098230822209693,-0.42732314387179243,0.8115968599532886,-0.3388044255337149,False
8_gurcay2015_gurcay2015_task_1_3718691.0,8_gurcay2015,10,0.5951999999999508,gurcay2015_task_1_3718691.0,403205000.0,1852950.0699999998,1,gurcay2015,1000000.0,1.61768862025e+17,727523821913.0046,402205000.0,852950.0699999998,2.912970970046792,-0.32094179164563696,2.942577490461155,-0.42804470384983007,False
8_gurcay2015_gurcay2015_task_2_39.52,8_gurcay2015,10,0.6349999999999464,gurcay2015_task_2_39.52,27.8,41.8,1,gurcay2015,15.0,163.84000000000003,718.2399999999999,12.8,26.799999999999997,-0.2205267539939884,-0.35126655019945535,-0.2619582987323548,-0.37418675142098073,True
8_gurcay2015_gurcay2015_task_3_2723.0,8_gurcay2015,10,0.6256999999999474,gurcay2015_task_3_2723.0,2072.0,1618.7,1,gurcay2015,1050.0,1044484.0,323419.69000000006,1022.0,568.7,-0.2264205848257288,-0.2783607109353241,-0.30071047217301766,-0.32833711187008224,False
8_gurcay2015_gurcay2015_task_4_7825200.0,8_gurcay2015,10,0.4466999999999671,gurcay2015_task_4_7825200.0,23860000.6,9710000.0,1,gurcay2015,5000000.0,355699622632000.44,22184100000000.0,18860000.6,4710000.0,-0.2182828608020573,-0.22413362759878871,-0.17970369637907993,-0.2368352318363363,False
8_gurcay2015_gurcay2015_task_5_24901.4611,8_gurcay2015,10,0.7480999999999339,gurcay2015_task_5_24901.4611,36085.0,30412985.0,1,gurcay2015,2048.0,1158517369.0,924825089217969.0,34037.0,30410937.0,-0.2182178903085228,-0.22360679774997902,-0.21822389168290346,-0.22360679786932558,True
8_gurcay2015_gurcay2015_task_6_47184.0,8_gurcay2015,10,0.4378999999999681,gurcay2015_task_6_47184.0,32611.11111111111,26420.0,1,gurcay2015,28000.0,21262345.679012332,2496400.0,4611.1111111111095,1580.0,-0.21822629725552925,-0.2182214529288536,-0.21960226669477148,-0.21949252090426058,False
8_gurcay2015_gurcay2015_task_7_43.0,8_gurcay2015,10,0.4551999999999662,gurcay2015_task_7_43.0,66.05555555555556,56.85,1,gurcay2015,50.0,257.7808641975309,46.92250000000002,16.055555555555557,6.850000000000001,-0.09794859552251564,-0.21889550871974395,0.19428218790802343,-0.24538323608770282,False
8_gurcay2015_gurcay2015_task_8_236.0,8_gurcay2015,10,0.4423999999999676,gurcay2015_task_8_236.0,322.5,308.1,1,gurcay2015,200.0,15006.25,11685.610000000004,122.5,108.10000000000002,0.2580597265864188,0.75592016493709,0.5244886541481114,1.0161953024407082,False
8_gurcay2015_gurcay2015_task_9_16.4,8_gurcay2015,10,0.46609999999996504,gurcay2015_task_9_16.4,30.2,29.7,1,gurcay2015,20.0,104.03999999999999,94.08999999999999,10.2,9.7,-0.16671294688889118,-0.2193044172345535,0.061511941182890016,0.006626376638444712,False
8_gurcay2015_gurcay2015_task_10_7.08,8_gurcay2015,10,0.4347999999999684,gurcay2015_task_10_7.08,8.5,,1,gurcay2015,20.0,132.25,,11.5,,0.7051613904383373,,0.7138727679830598,,False
8_gurcay2015_gurcay2015_task_11_2.7,8_gurcay2015,10,0.3460999999999782,gurcay2015_task_11_2.7,2.39,4.3312,1,gurcay2015,5.0,6.812099999999999,0.4472934400000001,2.61,0.6688000000000001,-0.10712732883949745,-0.28129693051954174,0.11713245468080642,-0.4637156696330881,False
8_gurcay2015_gurcay2015_task_12_49.5,8_gurcay2015,10,0.4141999999999707,gurcay2015_task_12_49.5,27.5,21.7,1,gurcay2015,35.0,56.25,176.89000000000001,7.5,13.3,-1.3585768510992369,-0.44496762367251025,-1.4749370941026132,-0.3176034700737718,True
8_gurcay2015_gurcay2015_task_13_24.9,8_gurcay2015,10,0.5626999999999543,gurcay2015_task_13_24.9,39.8,,1,gurcay2015,9.0,948.6399999999999,,30.799999999999997,,0.6156978579640094,,0.7544300461448474,,False
8_gurcay2015_gurcay2015_task_14_25.0,8_gurcay2015,10,0.3624999999999764,gurcay2015_task_14_25.0,18.3,26.2,1,gurcay2015,30.0,136.89,14.440000000000005,11.7,3.8000000000000007,0.32971864149251157,-0.4767779070390262,0.5521938525052921,-0.32905801814370395,False
8_gurcay2015_gurcay2015_task_15_41.0,8_gurcay2015,10,0.320899999999981,gurcay2015_task_15_41.0,48.3,48.3,1,gurcay2015,41.0,53.28999999999996,53.28999999999996,7.299999999999997,7.299999999999997,-0.2363275381286508,0.47478100840074106,-0.09803835463042868,0.7505593944239395,False
8_gurcay2015_gurcay2015_task_16_63.0,8_gurcay2015,10,0.429799999999969,gurcay2015_task_16_63.0,38.6,44.8,1,gurcay2015,60.0,457.9599999999999,231.04000000000008,21.4,15.200000000000003,0.2715947487534847,-0.18078531229593006,0.4402395892671511,-0.03242802985835019,False
9_gurcay2015_gurcay2015_task_1_3718691.0,9_gurcay2015,10,0.5951999999999508,gurcay2015_task_1_3718691.0,15404500.0,26929900.0,1,gurcay2015,1000000.0,207489620250000.0,672359714010000.0,14404500.0,25929900.0,-0.3181767123740629,-0.31661026166419354,-0.2854703637486222,-0.30806803642396313,True
9_gurcay2015_gurcay2015_task_2_39.52,9_gurcay2015,10,0.6349999999999464,gurcay2015_task_2_39.52,40.5,1031.5,1,gurcay2015,15.0,650.25,1033272.25,25.5,1016.5,-0.21839304595164877,3.2455866939861724,-0.20387112855095668,2.9796426118213297,True
9_gurcay2015_gurcay2015_task_3_2723.0,9_gurcay2015,10,0.6256999999999474,gurcay2015_task_3_2723.0,2828.0,10600.0,1,gurcay2015,1050.0,3161284.0,91202500.0,1778.0,9550.0,-0.22528534480223014,-0.277417307825029,-0.2625836417012979,-0.2718647064208383,True
9_gurcay2015_gurcay2015_task_4_7825200.0,9_gurcay2015,10,0.4466999999999671,gurcay2015_task_4_7825200.0,6000001.4,6610000.0,1,gurcay2015,5000000.0,1000002800001.9607,2592100000000.0,1000001.4000000004,1610000.0,-0.21931737691497405,-0.22414766079574824,-0.24529981333022788,-0.24240489762948542,True
9_gurcay2015_gurcay2015_task_5_24901.4611,9_gurcay2015,10,0.7480999999999339,gurcay2015_task_5_24901.4611,8039500.0,901845800.0,1,gurcay2015,2048.0,64600634652304.0,8.133221530214374e+17,8037452.0,901843752.0,-0.21821789030593108,-0.22360679774997902,-0.21822045997535675,-0.2236067978693217,True
9_gurcay2015_gurcay2015_task_6_47184.0,9_gurcay2015,10,0.4378999999999681,gurcay2015_task_6_47184.0,45950.0,34800.0,1,gurcay2015,28000.0,322202500.0,46240000.0,17950.0,6800.0,-0.21822629725551104,-0.2182214529288513,-0.21960204447643272,-0.2194924403107075,False
9_gurcay2015_gurcay2015_task_7_43.0,9_gurcay2015,10,0.4551999999999662,gurcay2015_task_7_43.0,67.4,58.3,1,gurcay2015,50.0,302.7600000000002,68.88999999999996,17.400000000000006,8.299999999999997,-0.05389283789252986,-0.21888640846633298,0.29254267042072984,-0.2433713581522819,False
9_gurcay2015_gurcay2015_task_8_236.0,9_gurcay2015,10,0.4423999999999676,gurcay2015_task_8_236.0,329.5,359.5,1,gurcay2015,200.0,16770.25,25440.25,129.5,159.5,0.4001621820408688,2.5597706268300686,0.634298696384395,2.2187897966038626,True
9_gurcay2015_gurcay2015_task_9_16.4,9_gurcay2015,10,0.46609999999996504,gurcay2015_task_9_16.4,16.419999999999998,25.0,1,gurcay2015,20.0,12.816400000000014,25.0,3.580000000000002,5.0,-0.5244293190594483,-0.6991664636322269,-0.8383724012049968,-0.7991231336156411,True
9_gurcay2015_gurcay2015_task_10_7.08,9_gurcay2015,10,0.4347999999999684,gurcay2015_task_10_7.08,7.8,7.555555555555555,1,gurcay2015,20.0,148.83999999999997,154.8641975308642,12.2,12.444444444444445,1.0757986517710771,2.012825492677713,0.9981745128328636,1.7758992364511037,True
9_gurcay2015_gurcay2015_task_11_2.7,9_gurcay2015,10,0.3460999999999782,gurcay2015_task_11_2.7,1.6529999999999998,5.525,1,gurcay2015,5.0,11.202409000000003,0.2756250000000004,3.3470000000000004,0.5250000000000004,0.7574882913020206,-0.2833306119848229,0.768879157335391,-0.4975339957032392,False
9_gurcay2015_gurcay2015_task_12_49.5,9_gurcay2015,10,0.4141999999999707,gurcay2015_task_12_49.5,15.1,13.666666666666666,1,gurcay2015,35.0,396.00999999999993,455.1111111111112,19.9,21.333333333333336,0.8861606240719586,1.7894745592493233,0.8605892932516976,1.5605341606461955,True
9_gurcay2015_gurcay2015_task_13_24.9,9_gurcay2015,10,0.5626999999999543,gurcay2015_task_13_24.9,19.6,21.3,1,gurcay2015,9.0,112.36000000000003,151.29000000000002,10.600000000000001,12.3,-1.0533554980708835,-1.0268779067605989,-1.317023888349885,-1.2211022481549227,True
9_gurcay2015_gurcay2015_task_14_25.0,9_gurcay2015,10,0.3624999999999764,gurcay2015_task_14_25.0,18.5,19.4,1,gurcay2015,30.0,132.25,112.36000000000003,11.5,10.600000000000001,0.28361679816873414,1.2566616731876603,0.5140339648546961,1.3725414729802285,False
